,0,1,2,3
52986,India,0,Thu Feb 20 04:40:04 +0000 2020,@AmitShah Tell how false notions and narratives have been set in past and people of india have overcome it..How they relentlessly they are trying to set a false narrative on #CAA soon this will also fall apart then HUM DEKHENGE   à¤œà¤¬ à¤¸à¤¾à¤°à¥‡ à¤¨à¤
52987,,0,Thu Feb 20 04:33:15 +0000 2020,"It's very wrong to equate other Muslims with Indian Muslims. If in 1947, other Muslims also had believed in the idea of â€‹â€‹India and the values â€‹â€‹of secularism, then Pakistan and Bangladesh would not have happened. #CAA"
52996,à¤¹à¤¿à¤¨à¥à¤¦à¥à¤¸à¥à¤¤à¤¾à¤¨,0,Thu Feb 20 04:12:09 +0000 2020,"I think all those peoples who are telling that, there isn't a single provision in #CAA against Muslim community.they should form committee and visits all #ShaheenBaghProtest across the country.   This will be big contribution to restore peace and brotherhood.  #SubramanianSwamy"
53002,India,1,Thu Feb 20 03:47:09 +0000 2020,Propaganda by @the_hindu on #CAA - hiding the fact that Illegal immigrants  have to go back to Pakistan. And that illegal Muslim immigrants are safe in Pakistan unlike Pakistani Hindus who would be persecuted.
53004,Rama Rajyam,0,Thu Feb 20 03:44:36 +0000 2020,"#AntonioGuterres is a stupid UN general. He criticized the #CAA without proper knowledge. Hey stupid, it's about Giving citizenship to persecuted minorities who came from islamic nations. And this law can't take away citizenship of anyone. You have got funds to criticize india?"
53005,Odisha,0,Thu Feb 20 03:39:50 +0000 2020,"@DrMonikaSingh_ When you will understand the real motive behind #CAA protest...it will be too late...then you have one choice to Kabul Islam....atleast think for your children...what KP faced...what Budhist and Hindus faced in Afghanistan, Bangladesh and "
53007,,0,Thu Feb 20 03:33:52 +0000 2020,Reason why they are illegally squatting there is simple... They hate Hindus. Can't see few thousand persecuted Hindus to come to India. Ask the protestors--they will be happy to get the Rohingyas and Palestinians in India. #shaheenbaghchaos #ShaheenBagh #ShaheenBaghProtest #CAA
53009,,0,Thu Feb 20 03:24:37 +0000 2020,"@jamewils Jehadi Turuk,Missionaries and Evangelist of the world can keep ranting #CAA is discriminatory but 110 Crs Hindus know this is for persecuted minorities in Islamic Neighbouring Nations."
53014,Delhi,0,Thu Feb 20 03:18:29 +0000 2020,"@antonioguterres  It's a right of a nation to make, amend, and pass the necessary acts in sovereignty of the Nation.  India is more diversified states than others in the world.  We love, we care for all, but not at cost of Sovereignty and dignity of the n"
53017,,0,Thu Feb 20 03:13:42 +0000 2020,"@AliTheOrator @kunalkamra88 And if Arnab thinks #CAA is WRONG, why does he keep demonising anti-#CAA protestors??  @republic @ArnabGoswamiRtv"
53020,,0,Thu Feb 20 03:02:50 +0000 2020,That's how Muslims world over get together to create a false narrative. #CAA is all about Hindu and Sikh victims of Pakistan Muslim atrocities. #CAA got nothing to do with Muslims of India but even UN is singing with Muslims. This is the final phase to wipe out Hindus from earth
53022,"Sydney, New South Wales",0,Thu Feb 20 02:45:36 +0000 2020,"@PrinceArihan Agree, most of us don't hate Muslims Radicals use vulnerable Muslims to peddle their narrative by spreading non existent fear. All legal citizen of India have nothing to worry about #CAA or anything else. Opposition parties, pl raise above p"
53023,"Gulbarga, India",0,Thu Feb 20 02:45:14 +0000 2020,"@Swamy39 Why some dump politicians like @hd_kumaraswamy @RahulGandhi are spreading fake news about #CAA ,what they will get spreading hate and fake ?"
53024,Biaora (Rajgarh) MP,0,Thu Feb 20 02:44:26 +0000 2020,"@Swamy39 Even the UN General Secretary is unable to understand the act, sir. He said in Islamabad that he is worried about #CAA and will make sure that it should not become a threat. ðŸ¤”"
53027,Mumbai,0,Thu Feb 20 02:25:03 +0000 2020,@SreenivasanJain Are you dense or are you acting as one? Everyone UNDERSTANDS that @PandaJay is sharing such kind of incidents are the reason why these minorities who have *already* left Pakistan and reached India b4 Dec 2014 are being given citizenship u
53030,"à¤—à¥à¤œà¤°à¤¾à¤¤, à¤­à¤¾à¤°à¤¤",0,Thu Feb 20 02:10:35 +0000 2020,"One welcome fall out of #CAA is that every hand is now ready to hold Tiranga with pride, every one is ready to say #VandeyMataram and shout loudly #BharatMataKiJai. Complaints about #CowVigilantism have gone, none calls India #lynchistan and this country has become most livable."
53038,,0,Thu Feb 20 01:24:44 +0000 2020,All superheroes wear masks.  But not all who wear masks are superheroes. The mask may be a physical one or virtual. Masks create a pretence and shield the real person. In the hands of the right person it can be very helpful to society and vice versa. #modilies #AmitShah #BJP #CAA
53060,Baap ke ghar,0,Wed Feb 19 18:19:13 +0000 2020,"@shufta20 @kartikeya_1975 @DilliDurAst I knew calling Akbar ""the great"" was a scam. These leftists na.. I tell you..!! They're master of distortion.. history mein bhi jhol kar diya.. And See what they did to #CAA  Desh ke muslmaano ko sadak pe laa diya.. "
53619,"Kapurthala, Punjab - INDIA",1,Sat Feb 22 20:58:43 +0000 2020,"RT @ChangaaDeshwasi: Idiots saying #SayNoToNPR don't realize that without #NPR, you don't have a place where you can count data of people aâ€¦"
53712,"Sitamarhi, India",8,Sat Feb 22 12:14:58 +0000 2020,"According to Section 14A of the Citizenship Act, ""The Central Govt may compulsorily register every citizen of India and issue a national identity card to him.""  And #NPR is the first step towards it.  #IndiaAgainstCAA_NPR_NRC #StopNPR #SayNoToNPR"
55001,nj,0,Thu Feb 20 19:25:34 +0000 2020,"â€œIf you win our quiz, you can select one of our panelists to record your Last Tweet and Testament, for your urn.â€ #waitwait #npr"
55006,Citizen of the World,1,Thu Feb 20 16:22:43 +0000 2020,RT @degeneratebliss: Am I the only one looking at this Roger Stone debacle and going â€œman the NPR Politics podcast will be SO GOOD...!â€? @nâ€¦
55007,"Denver, Co",1,Thu Feb 20 16:22:06 +0000 2020,Am I the only one looking at this Roger Stone debacle and going â€œman the NPR Politics podcast will be SO GOOD...!â€? @nprpolitics @NPRKelly @tamarakeithNPR @scottdetrow @ayesharascoe @nprAudie @MaraLiasson @asmamk #NPR  #RogerStone #Politics #BarrResign
55011,"Texas, USA",0,Thu Feb 20 15:33:49 +0000 2020,"@khwalz The pattern is criminal trials of of political opponents, domestic spying by national intelligence services, and propaganda in place of a free press.  (#FoxPravda now, #NPR and #PBS to follow.)"
55026,India,1,Thu Feb 20 14:21:03 +0000 2020,"RT @Musabrashid6: Yes, why'nt!!  kejriwal also should clear stand on #CAA_NRC_NPR and pass resolution against #NPR to show Solidarity withâ€¦"
55030,"New Delhi, India",1,Thu Feb 20 14:09:47 +0000 2020,@ArvindKejriwal also should clear stand on #CAA_NRC_NPR and pass resolution against #NPR to show Solidarity with other states who have Passed the resolution.. #IndiaAgainstCAA_NRC_NPR #KejriwalPassResolutionAgaistNPR
55031,"Maharashtra, India",1,Thu Feb 20 14:09:08 +0000 2020,"#KejriwalPassResolutionAgainstNPR  As Kejriwal has won the election on account of safgaurding construction and secular values against BJP who raised the slogan of religion, Kejriwal must pass resolution to Stop #NPR ."
55036,"Mubarak Al Kabeer, Kuwait",0,Thu Feb 20 13:58:26 +0000 2020,"Yes, why'nt!!  kejriwal also should clear stand on #CAA_NRC_NPR and pass resolution against #NPR to show Solidarity with other states who have Passed the resolution.. #KejriwalPassResolutionAgaistNPR"
55062,"Bengaluru, India",0,Thu Feb 20 09:22:06 +0000 2020,"@lakhinathan #NPR till now not yet drafted then why you people are spreading rumors... First the Central government needs to draft the bill, then the discussion will held in two benches of Lok and Rajhya shabha. Here the rumors are spreading for the no bo"
55067,shuttling btwn TN-KL-KA-AP-TS,23,Thu Feb 20 07:54:15 +0000 2020,Minister #RBUdayakumar informs the assembly that the TN State Govt has sought clarification from the Central Govt regarding the new columns that were added to the #NPR form this year and the Central government is yet to reply to the queries raised. #CAA_NRC_NPR
55074,"à¤®à¥à¤‚à¤¬à¤ˆ, à¤­à¤¾à¤°à¤¤",0,Thu Feb 20 07:15:35 +0000 2020,"@_SwarajIndia @_YogendraYadav Huh? Could you correct it to read ""We the SOME people of India"". I am from India and I don't boycott #NPR"
55075,Mumbai/J&k/India,0,Thu Feb 20 07:13:40 +0000 2020,"@TheBombayBombil The CAA is a law, lawfully passed in Parliament after debate... #NPR is a must done before, will be done now and in future No power in this world can force it to be withdrawn. As law abiding citizens we all must accept and participate."
55076,,0,Thu Feb 20 07:04:48 +0000 2020,"@SecPompeo @WSJ Mature, responsible Secretaries of State understand that a free press reports facts and expresses opinions. #NPR"
55079,,1,Thu Feb 20 06:51:23 +0000 2020,RT @fiveess15: @sadiqmo81112008 @INCIndia @RahulGandhi How old r u? During his time d country was under lockdown due to emergency Even unmaâ€¦
55083,,1,Thu Feb 20 05:01:27 +0000 2020,@sadiqmo81112008 @INCIndia @RahulGandhi How old r u? During his time d country was under lockdown due to emergency Even unmarried girls had to undergo family planning Nobody could talk against the Govt #NPR &amp; #NCR was forced down people's throat Today
55089,"Creston, Iowa",0,Thu Feb 20 01:46:21 +0000 2020,"@nprpolitics We do not forget, and we do not condone #MikeBloomberg 's past criminal behavior or #NPR for giving him a pass. We will fight tooth and nail for a fair election, NOT A BOUGHT PRESIDENCY and we shall treat you as we treat #Trump We fight, we d"
55091,"Ypsilanti, MI",1,Wed Feb 19 23:39:30 +0000 2020,"RT @maggicarter: Sorry, Mary Louise Kelly @NPRKelly, the 80's and 90's weren't that long ago - so let's not give #MikeBloomberg an @NPR pasâ€¦"
55093,Texas,1,Wed Feb 19 22:19:30 +0000 2020,"Sorry, Mary Louise Kelly @NPRKelly, the 80's and 90's weren't that long ago - so let's not give #MikeBloomberg an @NPR pass on being a sexist creep. Is he a donor to #NPR?  #NeverBloomberg"
